2.6345e+00  -2.1992e-01  5.1961e+00  4.9961498e-05
4.2186e+00  -2.1992e-01  4.8755e+00  4.9988017e-05
3.6411e+00  1.0424e+00  4.9691e+00  4.9994353e-05
2.2595e+00  1.4228e+00  5.1857e+00  4.9988146e-05
1.1392e+00  5.0017e-01  5.1078e+00  4.9999995e-05
1.1282e+00  -9.4530e-01  5.1454e+00  4.9999996e-05
2.2616e+00  -1.8535e+00  5.1568e+00  4.9993661e-05
3.6343e+00  -1.4736e+00  4.9353e+00  4.9991946e-05
5.6938e+00  -2.1992e-01  4.2108e+00  4.9993716e-05
5.2697e+00  1.3015e+00  4.1882e+00  4.9988128e-05
4.2436e+00  2.5672e+00  4.4296e+00  4.9996525e-05
2.6345e+00  3.3177e+00  4.8692e+00  4.9998198e-05
7.7020e-01  3.0091e+00  5.1319e+00  4.9998568e-05
-6.2683e-01  1.6630e+00  5.1832e+00  4.9974742e-05
-1.0531e+00  -2.1992e-01  5.0755e+00  4.9999994e-05
-6.4003e-01  -2.1105e+00  5.2042e+00  4.9992297e-05
7.9475e-01  -3.4064e+00  5.0643e+00  4.9997599e-05
2.6345e+00  -3.6669e+00  4.7443e+00  4.9997772e-05
4.1986e+00  -2.9290e+00  4.3056e+00  4.9995916e-05
5.2698e+00  -1.7414e+00  4.1883e+00  4.9990356e-05
7.0597e+00  -2.1992e-01  3.2151e+00  4.9999863e-05
6.6553e+00  1.3377e+00  3.1328e+00  4.9999111e-05
5.8096e+00  2.6746e+00  3.1216e+00  4.9997875e-05
4.8253e+00  4.1798e+00  3.5710e+00  4.9999033e-05
3.1384e+00  5.2182e+00  3.9679e+00  4.9999772e-05
1.0697e+00  5.2796e+00  4.1542e+00  4.9953261e-05
-1.1443e+00  4.7840e+00  4.5558e+00  4.9999997e-05
-2.9450e+00  3.2347e+00  4.7679e+00  4.9999954e-05
-3.9889e+00  1.0182e+00  4.8955e+00  4.9999993e-05
-3.8981e+00  -1.4411e+00  4.8284e+00  4.9999967e-05
-2.8864e+00  -3.6383e+00  4.7178e+00  4.9999992e-05
-9.7362e-01  -4.9978e+00  4.3499e+00  4.9984859e-05
1.1009e+00  -5.6097e+00  4.0713e+00  4.9999849e-05
3.1204e+00  -5.4637e+00  3.8262e+00  4.9999600e-05
4.6765e+00  -4.3209e+00  3.3285e+00  4.9998871e-05
5.7733e+00  -3.0813e+00  3.0859e+00  4.9996950e-05
6.7171e+00  -1.8015e+00  3.1810e+00  4.9999685e-05
8.1049e+00  -2.1992e-01  1.7775e+00  5.0041041e-05
7.6790e+00  1.4192e+00  1.7234e+00  5.0000018e-05
6.7445e+00  2.7662e+00  1.6507e+00  4.9999898e-05
6.0723e+00  4.5118e+00  1.9004e+00  4.9999544e-05
4.7482e+00  6.2855e+00  2.2225e+00  4.9965273e-05
2.6345e+00  7.0243e+00  2.3538e+00  4.9987758e-05
3.2690e-01  6.8821e+00  2.4263e+00  4.9995297e-05
-2.5511e+00  6.9174e+00  2.8665e+00  4.9999960e-05
-4.6796e+00  5.0940e+00  2.9375e+00  4.9999994e-05
-6.2439e+00  2.6648e+00  3.0332e+00  4.9977058e-05
-7.0713e+00  -2.1992e-01  3.1536e+00  4.9999807e-05
-5.8581e+00  -2.9793e+00  2.9014e+00  4.9999901e-05
-4.7139e+00  -5.5589e+00  2.9513e+00  5.0000000e-05
-2.1636e+00  -6.8239e+00  2.6523e+00  4.9993523e-05
3.9188e-01  -7.1219e+00  2.3580e+00  4.9970216e-05
2.6345e+00  -7.3265e+00  2.3091e+00  5.0009349e-05
4.6056e+00  -6.2864e+00  2.0725e+00  4.9999974e-05
5.7307e+00  -4.4815e+00  1.7116e+00  4.9999749e-05
6.8187e+00  -3.2599e+00  1.6805e+00  4.9999990e-05
7.7876e+00  -1.8943e+00  1.7605e+00  5.0000002e-05
8.5014e+00  -2.1992e-01  -5.5700e-06  5.0000063e-05
8.0674e+00  1.4559e+00  -5.5700e-06  5.0018471e-05
7.0918e+00  2.8191e+00  -5.5700e-06  5.0000005e-05
6.4919e+00  4.6171e+00  -5.5700e-06  4.9999640e-05
5.3207e+00  6.6246e+00  -5.5700e-06  5.0000001e-05
3.2253e+00  7.6638e+00  -5.5700e-06  5.0037442e-05
8.6577e-01  7.5292e+00  -5.5700e-06  5.0004644e-05
-2.1603e+00  8.0848e+00  -5.5700e-06  5.0005558e-05
-4.8990e+00  6.7701e+00  -5.5700e-06  5.0000165e-05
-6.3674e+00  4.1151e+00  -5.5700e-06  4.9999995e-05
-8.3615e+00  1.4375e+00  -5.5700e-06  5.0003840e-05
-7.8712e+00  -1.8034e+00  -5.5700e-06  5.0000171e-05
-6.4924e+00  -4.6152e+00  -5.5700e-06  5.0000003e-05
-4.7498e+00  -7.0715e+00  -5.5700e-06  5.0000020e-05
-1.6499e+00  -7.6406e+00  -5.5700e-06  4.9994053e-05
8.6768e-01  -7.9607e+00  -5.5700e-06  5.0020794e-05
3.2084e+00  -7.8779e+00  -5.5700e-06  5.0000001e-05
5.1076e+00  -6.5214e+00  -5.5700e-06  4.9999995e-05
6.0766e+00  -4.5362e+00  -5.5700e-06  4.9999898e-05
7.2148e+00  -3.3428e+00  -5.5700e-06  5.0000016e-05
8.1907e+00  -1.9338e+00  -5.5700e-06  5.0000029e-05
8.1049e+00  -2.1992e-01  -1.7775e+00  5.0041049e-05
7.6790e+00  1.4192e+00  -1.7234e+00  5.0000018e-05
6.7445e+00  2.7662e+00  -1.6507e+00  4.9999898e-05
6.0723e+00  4.5118e+00  -1.9004e+00  4.9999544e-05
4.7482e+00  6.2855e+00  -2.2225e+00  4.9965263e-05
2.6345e+00  7.0243e+00  -2.3538e+00  4.9987755e-05
3.2690e-01  6.8821e+00  -2.4263e+00  4.9995297e-05
-2.5511e+00  6.9174e+00  -2.8665e+00  4.9999960e-05
-4.6796e+00  5.0940e+00  -2.9375e+00  4.9999994e-05
-6.2439e+00  2.6648e+00  -3.0332e+00  4.9977066e-05
-7.0713e+00  -2.1992e-01  -3.1536e+00  4.9999807e-05
-5.8581e+00  -2.9793e+00  -2.9014e+00  4.9999901e-05
-4.7139e+00  -5.5588e+00  -2.9513e+00  5.0000000e-05
-2.1636e+00  -6.8239e+00  -2.6523e+00  4.9993523e-05
3.9188e-01  -7.1219e+00  -2.3580e+00  4.9970214e-05
